movement_id,product_id,movement_type,quantity_change,reference_id,movement_date,unit_cost,notes,_loaded_at
INV-0000626,PROD-0004,sale,-3,ORD-001188,2024-09-03,34.71,Sale from order ORD-001188,2026-04-28T19:39:28.658423
INV-0000627,PROD-0006,sale,-4,ORD-000761,2025-03-05,86.82,Sale from order ORD-000761,2026-04-28T19:39:28.658428
INV-0000628,PROD-0002,sale,-5,ORD-000047,2025-05-28,60.12,Sale from order ORD-000047,2026-04-28T19:39:28.658434
INV-0000629,PROD-0007,sale,-1,ORD-001237,2026-03-01,61.76,Sale from order ORD-001237,2026-04-28T19:39:28.658441
INV-0000630,PROD-0020,sale,-1,ORD-000636,2024-10-02,48.52,Sale from order ORD-000636,2026-04-28T19:39:28.658448
INV-0000631,PROD-0024,sale,-2,ORD-001379,2025-03-22,100.58,Sale from order ORD-001379,2026-04-28T19:39:28.658453
INV-0000632,PROD-0023,sale,-1,ORD-001872,2026-02-25,108.17,Sale from order ORD-001872,2026-04-28T19:39:28.658459
INV-0000633,PROD-0005,sale,-3,ORD-000076,2024-11-10,110.81,Sale from order ORD-000076,2026-04-28T19:39:28.658465
INV-0000634,PROD-0021,sale,-5,ORD-001074,2024-06-25,144.26,Sale from order ORD-001074,2026-04-28T19:39:28.658470
INV-0000635,PROD-0011,sale,-2,ORD-001469,2025-03-13,138.98,Sale from order ORD-001469,2026-04-28T19:39:28.658476
INV-0000636,PROD-0011,sale,-2,ORD-000254,2025-05-16,138.98,Sale from order ORD-000254,2026-04-28T19:39:28.658482
INV-0000637,PROD-0021,sale,-2,ORD-001435,2025-12-01,144.26,Sale from order ORD-001435,2026-04-28T19:39:28.658487
INV-0000638,PROD-0024,sale,-3,ORD-000871,2025-08-27,100.58,Sale from order ORD-000871,2026-04-28T19:39:28.658495
INV-0000639,PROD-0004,sale,-2,ORD-001114,2024-06-18,34.71,Sale from order ORD-001114,2026-04-28T19:39:28.658501
INV-0000640,PROD-0014,sale,-4,ORD-001609,2026-01-07,75.23,Sale from order ORD-001609,2026-04-28T19:39:28.658507
INV-0000641,PROD-0013,sale,-2,ORD-001499,2025-11-04,56.82,Sale from order ORD-001499,2026-04-28T19:39:28.658513
INV-0000642,PROD-0022,sale,-1,ORD-000081,2024-05-10,132.92,Sale from order ORD-000081,2026-04-28T19:39:28.658519
INV-0000643,PROD-0014,sale,-5,ORD-000390,2024-08-23,75.23,Sale from order ORD-000390,2026-04-28T19:39:28.658524
INV-0000644,PROD-0011,sale,-4,ORD-000415,2025-03-25,138.98,Sale from order ORD-000415,2026-04-28T19:39:28.658530
INV-0000645,PROD-0014,sale,-1,ORD-000369,2024-09-28,75.23,Sale from order ORD-000369,2026-04-28T19:39:28.658536
INV-0000646,PROD-0025,sale,-5,ORD-000673,2024-05-14,17.74,Sale from order ORD-000673,2026-04-28T19:39:28.658541
INV-0000647,PROD-0001,sale,-2,ORD-001824,2025-07-03,26.24,Sale from order ORD-001824,2026-04-28T19:39:28.658547
INV-0000648,PROD-0017,sale,-5,ORD-000174,2024-10-25,100.26,Sale from order ORD-000174,2026-04-28T19:39:28.658552
INV-0000649,PROD-0011,sale,-3,ORD-000788,2025-03-05,138.98,Sale from order ORD-000788,2026-04-28T19:39:28.658557
INV-0000650,PROD-0003,sale,-1,ORD-001209,2025-05-11,29.32,Sale from order ORD-001209,2026-04-28T19:39:28.658565
INV-0000651,PROD-0003,sale,-1,ORD-000132,2026-02-25,29.32,Sale from order ORD-000132,2026-04-28T19:39:28.658574
INV-0000652,PROD-0021,sale,-2,ORD-001368,2025-05-09,144.26,Sale from order ORD-001368,2026-04-28T19:39:28.658580
INV-0000653,PROD-0001,sale,-1,ORD-001241,2025-11-04,26.24,Sale from order ORD-001241,2026-04-28T19:39:28.658585
INV-0000654,PROD-0012,sale,-1,ORD-000884,2025-07-07,87.8,Sale from order ORD-000884,2026-04-28T19:39:28.658593
INV-0000655,PROD-0005,sale,-4,ORD-001773,2024-11-29,110.81,Sale from order ORD-001773,2026-04-28T19:39:28.658599
INV-0000656,PROD-0003,sale,-3,ORD-000836,2025-02-01,29.32,Sale from order ORD-000836,2026-04-28T19:39:28.658604
INV-0000657,PROD-0012,sale,-3,ORD-001566,2024-11-19,87.8,Sale from order ORD-001566,2026-04-28T19:39:28.658610
INV-0000658,PROD-0024,sale,-2,ORD-001360,2025-04-30,100.58,Sale from order ORD-001360,2026-04-28T19:39:28.658616
INV-0000659,PROD-0015,sale,-4,ORD-000048,2024-06-28,94.37,Sale from order ORD-000048,2026-04-28T19:39:28.658622
INV-0000660,PROD-0022,sale,-1,ORD-000453,2025-09-23,132.92,Sale from order ORD-000453,2026-04-28T19:39:28.658627
INV-0000661,PROD-0021,sale,-3,ORD-000285,2024-08-25,144.26,Sale from order ORD-000285,2026-04-28T19:39:28.658633
INV-0000662,PROD-0003,sale,-1,ORD-001143,2026-01-20,29.32,Sale from order ORD-001143,2026-04-28T19:39:28.658639
INV-0000663,PROD-0010,sale,-3,ORD-001625,2024-10-20,146.54,Sale from order ORD-001625,2026-04-28T19:39:28.658645
INV-0000664,PROD-0005,sale,-5,ORD-001565,2025-06-05,110.81,Sale from order ORD-001565,2026-04-28T19:39:28.658653
INV-0000665,PROD-0018,sale,-4,ORD-001545,2026-03-18,7.1,Sale from order ORD-001545,2026-04-28T19:39:28.658659
INV-0000666,PROD-0014,sale,-3,ORD-001126,2024-07-29,75.23,Sale from order ORD-001126,2026-04-28T19:39:28.658664
INV-0000667,PROD-0024,sale,-4,ORD-000018,2026-01-27,100.58,Sale from order ORD-000018,2026-04-28T19:39:28.658670
INV-0000668,PROD-0017,sale,-5,ORD-000783,2025-09-21,100.26,Sale from order ORD-000783,2026-04-28T19:39:28.658676
INV-0000669,PROD-0001,sale,-5,ORD-001042,2024-08-27,26.24,Sale from order ORD-001042,2026-04-28T19:39:28.658682
INV-0000670,PROD-0001,sale,-3,ORD-000074,2025-07-03,26.24,Sale from order ORD-000074,2026-04-28T19:39:28.658688
INV-0000671,PROD-0020,sale,-3,ORD-000219,2024-12-18,48.52,Sale from order ORD-000219,2026-04-28T19:39:28.658694
INV-0000672,PROD-0005,sale,-4,ORD-001028,2025-10-02,110.81,Sale from order ORD-001028,2026-04-28T19:39:28.658699
INV-0000673,PROD-0001,sale,-3,ORD-001988,2025-11-23,26.24,Sale from order ORD-001988,2026-04-28T19:39:28.658704
INV-0000674,PROD-0023,sale,-1,ORD-001922,2024-05-27,108.17,Sale from order ORD-001922,2026-04-28T19:39:28.658711
INV-0000675,PROD-0024,sale,-5,ORD-000180,2025-12-25,100.58,Sale from order ORD-000180,2026-04-28T19:39:28.658716
INV-0000676,PROD-0012,sale,-3,ORD-001851,2026-03-27,87.8,Sale from order ORD-001851,2026-04-28T19:39:28.658722
INV-0000677,PROD-0024,sale,-4,ORD-001312,2024-05-22,100.58,Sale from order ORD-001312,2026-04-28T19:39:28.658730
INV-0000678,PROD-0009,sale,-1,ORD-001920,2025-10-18,109.4,Sale from order ORD-001920,2026-04-28T19:39:28.658736
INV-0000679,PROD-0007,sale,-4,ORD-001782,2024-10-16,61.76,Sale from order ORD-001782,2026-04-28T19:39:28.658743
INV-0000680,PROD-0005,sale,-5,ORD-001652,2024-10-11,110.81,Sale from order ORD-001652,2026-04-28T19:39:28.658750
INV-0000681,PROD-0004,sale,-1,ORD-001707,2026-04-07,34.71,Sale from order ORD-001707,2026-04-28T19:39:28.658762
INV-0000682,PROD-0005,sale,-2,ORD-001048,2024-07-08,110.81,Sale from order ORD-001048,2026-04-28T19:39:28.658769
INV-0000683,PROD-0007,sale,-1,ORD-000877,2026-03-13,61.76,Sale from order ORD-000877,2026-04-28T19:39:28.658806
INV-0000684,PROD-0010,sale,-3,ORD-000165,2024-11-10,146.54,Sale from order ORD-000165,2026-04-28T19:39:28.658824
INV-0000685,PROD-0018,sale,-5,ORD-000355,2026-04-21,7.1,Sale from order ORD-000355,2026-04-28T19:39:28.658832
INV-0000686,PROD-0013,sale,-2,ORD-000945,2025-08-26,56.82,Sale from order ORD-000945,2026-04-28T19:39:28.658838
INV-0000687,PROD-0014,sale,-4,ORD-001662,2024-05-09,75.23,Sale from order ORD-001662,2026-04-28T19:39:28.658844
INV-0000688,PROD-0017,sale,-1,ORD-001070,2026-01-21,100.26,Sale from order ORD-001070,2026-04-28T19:39:28.658849
INV-0000689,PROD-0006,sale,-5,ORD-000342,2025-08-03,86.82,Sale from order ORD-000342,2026-04-28T19:39:28.658855
INV-0000690,PROD-0011,sale,-3,ORD-001274,2024-07-18,138.98,Sale from order ORD-001274,2026-04-28T19:39:28.658867
INV-0000691,PROD-0009,sale,-5,ORD-000077,2025-03-08,109.4,Sale from order ORD-000077,2026-04-28T19:39:28.658873
INV-0000692,PROD-0011,sale,-5,ORD-000436,2024-09-01,138.98,Sale from order ORD-000436,2026-04-28T19:39:28.658878
INV-0000693,PROD-0023,sale,-5,ORD-000972,2025-08-08,108.17,Sale from order ORD-000972,2026-04-28T19:39:28.658884
INV-0000694,PROD-0015,sale,-3,ORD-001365,2025-06-17,94.37,Sale from order ORD-001365,2026-04-28T19:39:28.658890
INV-0000695,PROD-0006,sale,-4,ORD-001832,2026-03-28,86.82,Sale from order ORD-001832,2026-04-28T19:39:28.658896
INV-0000696,PROD-0012,sale,-4,ORD-000446,2025-06-29,87.8,Sale from order ORD-000446,2026-04-28T19:39:28.658901
INV-0000697,PROD-0002,sale,-1,ORD-001438,2024-10-17,60.12,Sale from order ORD-001438,2026-04-28T19:39:28.658907
INV-0000698,PROD-0012,sale,-4,ORD-000740,2024-05-29,87.8,Sale from order ORD-000740,2026-04-28T19:39:28.658912
INV-0000699,PROD-0005,sale,-5,ORD-001267,2024-12-07,110.81,Sale from order ORD-001267,2026-04-28T19:39:28.658919
INV-0000700,PROD-0023,sale,-3,ORD-000727,2025-05-10,108.17,Sale from order ORD-000727,2026-04-28T19:39:28.658924
INV-0000701,PROD-0010,sale,-2,ORD-001464,2025-01-23,146.54,Sale from order ORD-001464,2026-04-28T19:39:28.658930
INV-0000702,PROD-0005,sale,-5,ORD-001358,2024-08-13,110.81,Sale from order ORD-001358,2026-04-28T19:39:28.658935
INV-0000703,PROD-0021,sale,-1,ORD-000660,2026-03-08,144.26,Sale from order ORD-000660,2026-04-28T19:39:28.658944
INV-0000704,PROD-0023,sale,-5,ORD-000429,2025-10-12,108.17,Sale from order ORD-000429,2026-04-28T19:39:28.658952
INV-0000705,PROD-0003,sale,-1,ORD-001121,2025-12-09,29.32,Sale from order ORD-001121,2026-04-28T19:39:28.658959
INV-0000706,PROD-0014,sale,-1,ORD-000158,2024-05-26,75.23,Sale from order ORD-000158,2026-04-28T19:39:28.658964
INV-0000707,PROD-0023,sale,-5,ORD-000267,2024-05-24,108.17,Sale from order ORD-000267,2026-04-28T19:39:28.658970
INV-0000708,PROD-0014,sale,-2,ORD-000524,2025-08-06,75.23,Sale from order ORD-000524,2026-04-28T19:39:28.658979
INV-0000709,PROD-0020,sale,-2,ORD-001220,2024-07-30,48.52,Sale from order ORD-001220,2026-04-28T19:39:28.658985
INV-0000710,PROD-0019,sale,-3,ORD-001672,2024-11-28,108.79,Sale from order ORD-001672,2026-04-28T19:39:28.658990
INV-0000711,PROD-0024,sale,-4,ORD-000098,2024-12-31,100.58,Sale from order ORD-000098,2026-04-28T19:39:28.658996
INV-0000712,PROD-0003,sale,-2,ORD-001316,2025-10-05,29.32,Sale from order ORD-001316,2026-04-28T19:39:28.659002
INV-0000713,PROD-0013,sale,-1,ORD-000345,2024-07-10,56.82,Sale from order ORD-000345,2026-04-28T19:39:28.659011
INV-0000714,PROD-0011,sale,-1,ORD-001538,2025-06-24,138.98,Sale from order ORD-001538,2026-04-28T19:39:28.659017
INV-0000715,PROD-0001,sale,-1,ORD-000990,2026-04-15,26.24,Sale from order ORD-000990,2026-04-28T19:39:28.659022
INV-0000716,PROD-0007,sale,-4,ORD-000685,2024-10-07,61.76,Sale from order ORD-000685,2026-04-28T19:39:28.659031
INV-0000717,PROD-0009,sale,-5,ORD-000029,2024-05-15,109.4,Sale from order ORD-000029,2026-04-28T19:39:28.659037
INV-0000718,PROD-0022,sale,-2,ORD-000807,2026-01-15,132.92,Sale from order ORD-000807,2026-04-28T19:39:28.659043
INV-0000719,PROD-0004,sale,-2,ORD-000346,2024-12-05,34.71,Sale from order ORD-000346,2026-04-28T19:39:28.659048
INV-0000720,PROD-0001,sale,-5,ORD-000336,2026-01-22,26.24,Sale from order ORD-000336,2026-04-28T19:39:28.659054
INV-0000721,PROD-0014,sale,-5,ORD-000933,2025-09-02,75.23,Sale from order ORD-000933,2026-04-28T19:39:28.659059
INV-0000722,PROD-0017,sale,-4,ORD-001450,2025-08-09,100.26,Sale from order ORD-001450,2026-04-28T19:39:28.659065
INV-0000723,PROD-0002,sale,-1,ORD-000295,2025-11-28,60.12,Sale from order ORD-000295,2026-04-28T19:39:28.659070
INV-0000724,PROD-0023,sale,-4,ORD-001152,2024-05-08,108.17,Sale from order ORD-001152,2026-04-28T19:39:28.659076
INV-0000725,PROD-0015,sale,-3,ORD-000420,2025-06-03,94.37,Sale from order ORD-000420,2026-04-28T19:39:28.659081
INV-0000726,PROD-0015,sale,-1,ORD-000869,2024-06-07,94.37,Sale from order ORD-000869,2026-04-28T19:39:28.659087
INV-0000727,PROD-0012,sale,-3,ORD-000697,2026-02-09,87.8,Sale from order ORD-000697,2026-04-28T19:39:28.659093
INV-0000728,PROD-0011,sale,-4,ORD-001221,2026-01-27,138.98,Sale from order ORD-001221,2026-04-28T19:39:28.659099
INV-0000729,PROD-0005,sale,-2,ORD-000049,2026-01-02,110.81,Sale from order ORD-000049,2026-04-28T19:39:28.659116
INV-0000730,PROD-0019,sale,-3,ORD-001311,2025-08-05,108.79,Sale from order ORD-001311,2026-04-28T19:39:28.659123
INV-0000731,PROD-0016,sale,-4,ORD-000054,2026-04-23,138.18,Sale from order ORD-000054,2026-04-28T19:39:28.659129
INV-0000732,PROD-0010,sale,-4,ORD-000948,2025-01-12,146.54,Sale from order ORD-000948,2026-04-28T19:39:28.659134
INV-0000733,PROD-0023,sale,-5,ORD-001555,2025-03-28,108.17,Sale from order ORD-001555,2026-04-28T19:39:28.659140
INV-0000734,PROD-0003,sale,-3,ORD-001434,2025-01-25,29.32,Sale from order ORD-001434,2026-04-28T19:39:28.659145
INV-0000735,PROD-0011,sale,-4,ORD-001336,2024-09-01,138.98,Sale from order ORD-001336,2026-04-28T19:39:28.659151
INV-0000736,PROD-0017,sale,-3,ORD-001187,2024-09-11,100.26,Sale from order ORD-001187,2026-04-28T19:39:28.659157
INV-0000737,PROD-0020,sale,-1,ORD-001005,2026-01-31,48.52,Sale from order ORD-001005,2026-04-28T19:39:28.659163
INV-0000738,PROD-0019,sale,-3,ORD-000557,2025-08-18,108.79,Sale from order ORD-000557,2026-04-28T19:39:28.659169
INV-0000739,PROD-0004,sale,-5,ORD-001213,2026-04-13,34.71,Sale from order ORD-001213,2026-04-28T19:39:28.659174
INV-0000740,PROD-0024,sale,-5,ORD-001034,2026-04-14,100.58,Sale from order ORD-001034,2026-04-28T19:39:28.659180
INV-0000741,PROD-0001,sale,-5,ORD-000178,2026-01-06,26.24,Sale from order ORD-000178,2026-04-28T19:39:28.659186
INV-0000742,PROD-0011,sale,-5,ORD-000771,2025-02-16,138.98,Sale from order ORD-000771,2026-04-28T19:39:28.659194
INV-0000743,PROD-0020,sale,-1,ORD-001500,2025-03-08,48.52,Sale from order ORD-001500,2026-04-28T19:39:28.659200
INV-0000744,PROD-0012,sale,-4,ORD-001908,2024-07-14,87.8,Sale from order ORD-001908,2026-04-28T19:39:28.659208
INV-0000745,PROD-0001,sale,-2,ORD-001591,2024-07-29,26.24,Sale from order ORD-001591,2026-04-28T19:39:28.659214
INV-0000746,PROD-0005,sale,-4,ORD-000338,2024-05-02,110.81,Sale from order ORD-000338,2026-04-28T19:39:28.659220
INV-0000747,PROD-0013,sale,-2,ORD-001345,2025-01-17,56.82,Sale from order ORD-001345,2026-04-28T19:39:28.659226
INV-0000748,PROD-0024,sale,-3,ORD-000135,2024-08-18,100.58,Sale from order ORD-000135,2026-04-28T19:39:28.659232
INV-0000749,PROD-0024,sale,-1,ORD-001230,2026-04-24,100.58,Sale from order ORD-001230,2026-04-28T19:39:28.659238
INV-0000750,PROD-0002,sale,-2,ORD-000141,2025-11-26,60.12,Sale from order ORD-000141,2026-04-28T19:39:28.659243
INV-0000751,PROD-0004,sale,-3,ORD-000235,2025-05-14,34.71,Sale from order ORD-000235,2026-04-28T19:39:28.659249
INV-0000752,PROD-0008,sale,-1,ORD-000770,2024-09-21,92.47,Sale from order ORD-000770,2026-04-28T19:39:28.659254
INV-0000753,PROD-0017,sale,-4,ORD-000051,2025-07-31,100.26,Sale from order ORD-000051,2026-04-28T19:39:28.659259
INV-0000754,PROD-0002,sale,-2,ORD-001788,2024-04-28,60.12,Sale from order ORD-001788,2026-04-28T19:39:28.659268
INV-0000755,PROD-0008,sale,-1,ORD-001428,2025-12-05,92.47,Sale from order ORD-001428,2026-04-28T19:39:28.659276
INV-0000756,PROD-0006,sale,-3,ORD-000634,2025-08-19,86.82,Sale from order ORD-000634,2026-04-28T19:39:28.659282
INV-0000757,PROD-0014,sale,-4,ORD-001701,2025-06-12,75.23,Sale from order ORD-001701,2026-04-28T19:39:28.659288
INV-0000758,PROD-0016,sale,-4,ORD-000928,2024-07-04,138.18,Sale from order ORD-000928,2026-04-28T19:39:28.659294
INV-0000759,PROD-0022,sale,-5,ORD-000635,2025-12-07,132.92,Sale from order ORD-000635,2026-04-28T19:39:28.659299
INV-0000760,PROD-0024,sale,-4,ORD-000365,2025-05-09,100.58,Sale from order ORD-000365,2026-04-28T19:39:28.659305
INV-0000761,PROD-0018,sale,-5,ORD-000091,2026-04-10,7.1,Sale from order ORD-000091,2026-04-28T19:39:28.659311
INV-0000762,PROD-0015,sale,-1,ORD-001767,2025-11-18,94.37,Sale from order ORD-001767,2026-04-28T19:39:28.659318
INV-0000763,PROD-0014,sale,-3,ORD-000251,2025-12-16,75.23,Sale from order ORD-000251,2026-04-28T19:39:28.659324
INV-0000764,PROD-0003,sale,-1,ORD-000488,2025-05-18,29.32,Sale from order ORD-000488,2026-04-28T19:39:28.659329
INV-0000765,PROD-0017,sale,-1,ORD-000798,2024-10-29,100.26,Sale from order ORD-000798,2026-04-28T19:39:28.659335
INV-0000766,PROD-0020,sale,-1,ORD-001897,2024-08-21,48.52,Sale from order ORD-001897,2026-04-28T19:39:28.659341
INV-0000767,PROD-0001,sale,-4,ORD-001726,2026-02-08,26.24,Sale from order ORD-001726,2026-04-28T19:39:28.659346
INV-0000768,PROD-0021,sale,-2,ORD-001178,2024-06-06,144.26,Sale from order ORD-001178,2026-04-28T19:39:28.659354
INV-0000769,PROD-0019,sale,-5,ORD-000223,2024-10-09,108.79,Sale from order ORD-000223,2026-04-28T19:39:28.659360
INV-0000770,PROD-0024,sale,-4,ORD-000470,2024-11-05,100.58,Sale from order ORD-000470,2026-04-28T19:39:28.659366
INV-0000771,PROD-0016,sale,-2,ORD-000794,2024-06-04,138.18,Sale from order ORD-000794,2026-04-28T19:39:28.659371
INV-0000772,PROD-0006,sale,-3,ORD-001082,2025-07-30,86.82,Sale from order ORD-001082,2026-04-28T19:39:28.659377
INV-0000773,PROD-0025,sale,-5,ORD-001422,2024-07-21,17.74,Sale from order ORD-001422,2026-04-28T19:39:28.659382
INV-0000774,PROD-0011,sale,-3,ORD-000880,2024-10-17,138.98,Sale from order ORD-000880,2026-04-28T19:39:28.659388
INV-0000775,PROD-0004,sale,-3,ORD-001262,2025-10-29,34.71,Sale from order ORD-001262,2026-04-28T19:39:28.659393
INV-0000776,PROD-0021,sale,-4,ORD-000116,2024-09-18,144.26,Sale from order ORD-000116,2026-04-28T19:39:28.659402
INV-0000777,PROD-0002,sale,-2,ORD-000988,2024-07-12,60.12,Sale from order ORD-000988,2026-04-28T19:39:28.659408
INV-0000778,PROD-0009,sale,-2,ORD-000279,2024-11-12,109.4,Sale from order ORD-000279,2026-04-28T19:39:28.659414
INV-0000779,PROD-0010,sale,-5,ORD-001348,2024-10-04,146.54,Sale from order ORD-001348,2026-04-28T19:39:28.659421
INV-0000780,PROD-0003,sale,-4,ORD-000376,2025-10-18,29.32,Sale from order ORD-000376,2026-04-28T19:39:28.659427
INV-0000781,PROD-0003,sale,-1,ORD-000741,2025-03-25,29.32,Sale from order ORD-000741,2026-04-28T19:39:28.659435
INV-0000782,PROD-0002,sale,-2,ORD-000324,2024-05-29,60.12,Sale from order ORD-000324,2026-04-28T19:39:28.659441
INV-0000783,PROD-0021,sale,-3,ORD-000526,2024-06-11,144.26,Sale from order ORD-000526,2026-04-28T19:39:28.659447
INV-0000784,PROD-0016,sale,-1,ORD-001466,2026-03-18,138.18,Sale from order ORD-001466,2026-04-28T19:39:28.659453
INV-0000785,PROD-0011,sale,-5,ORD-001694,2024-06-27,138.98,Sale from order ORD-001694,2026-04-28T19:39:28.659458
INV-0000786,PROD-0008,sale,-2,ORD-000649,2024-12-22,92.47,Sale from order ORD-000649,2026-04-28T19:39:28.659465
INV-0000787,PROD-0021,sale,-3,ORD-000093,2025-09-15,144.26,Sale from order ORD-000093,2026-04-28T19:39:28.659470
INV-0000788,PROD-0019,sale,-3,ORD-000911,2025-06-19,108.79,Sale from order ORD-000911,2026-04-28T19:39:28.659477
INV-0000789,PROD-0008,sale,-4,ORD-000647,2025-03-03,92.47,Sale from order ORD-000647,2026-04-28T19:39:28.659482
INV-0000790,PROD-0010,sale,-4,ORD-000214,2025-05-12,146.54,Sale from order ORD-000214,2026-04-28T19:39:28.659488
INV-0000791,PROD-0012,sale,-1,ORD-000786,2026-04-14,87.8,Sale from order ORD-000786,2026-04-28T19:39:28.659493
INV-0000792,PROD-0014,sale,-2,ORD-000422,2025-03-15,75.23,Sale from order ORD-000422,2026-04-28T19:39:28.659499
INV-0000793,PROD-0013,sale,-5,ORD-001134,2025-08-17,56.82,Sale from order ORD-001134,2026-04-28T19:39:28.659504
INV-0000794,PROD-0011,sale,-2,ORD-001296,2026-01-22,138.98,Sale from order ORD-001296,2026-04-28T19:39:28.659513
INV-0000795,PROD-0019,sale,-5,ORD-001553,2026-03-28,108.79,Sale from order ORD-001553,2026-04-28T19:39:28.659519
INV-0000796,PROD-0023,sale,-2,ORD-001697,2024-06-19,108.17,Sale from order ORD-001697,2026-04-28T19:39:28.659524
INV-0000797,PROD-0017,sale,-4,ORD-000841,2025-04-13,100.26,Sale from order ORD-000841,2026-04-28T19:39:28.659529
INV-0000798,PROD-0024,sale,-2,ORD-000300,2025-04-23,100.58,Sale from order ORD-000300,2026-04-28T19:39:28.659535
INV-0000799,PROD-0013,sale,-5,ORD-000690,2025-07-22,56.82,Sale from order ORD-000690,2026-04-28T19:39:28.659541
INV-0000800,PROD-0021,sale,-2,ORD-001693,2025-12-11,144.26,Sale from order ORD-001693,2026-04-28T19:39:28.659547
INV-0000801,PROD-0009,sale,-1,ORD-001921,2024-05-21,109.4,Sale from order ORD-001921,2026-04-28T19:39:28.659553
INV-0000802,PROD-0003,sale,-3,ORD-001212,2025-11-04,29.32,Sale from order ORD-001212,2026-04-28T19:39:28.659559
INV-0000803,PROD-0005,sale,-3,ORD-001934,2026-02-16,110.81,Sale from order ORD-001934,2026-04-28T19:39:28.659564
INV-0000804,PROD-0014,sale,-3,ORD-000776,2025-03-13,75.23,Sale from order ORD-000776,2026-04-28T19:39:28.659571
INV-0000805,PROD-0004,sale,-4,ORD-001280,2025-07-21,34.71,Sale from order ORD-001280,2026-04-28T19:39:28.659578
INV-0000806,PROD-0012,sale,-1,ORD-000157,2025-03-27,87.8,Sale from order ORD-000157,2026-04-28T19:39:28.659584
INV-0000807,PROD-0014,sale,-3,ORD-001327,2025-10-21,75.23,Sale from order ORD-001327,2026-04-28T19:39:28.659594
INV-0000808,PROD-0007,sale,-2,ORD-001536,2026-01-08,61.76,Sale from order ORD-001536,2026-04-28T19:39:28.659600
INV-0000809,PROD-0001,sale,-3,ORD-000240,2025-12-31,26.24,Sale from order ORD-000240,2026-04-28T19:39:28.659606
INV-0000810,PROD-0010,sale,-1,ORD-001758,2025-04-23,146.54,Sale from order ORD-001758,2026-04-28T19:39:28.659611
INV-0000811,PROD-0025,sale,-4,ORD-000284,2025-01-07,17.74,Sale from order ORD-000284,2026-04-28T19:39:28.659617
INV-0000812,PROD-0019,sale,-4,ORD-000104,2025-03-24,108.79,Sale from order ORD-000104,2026-04-28T19:39:28.659623
INV-0000813,PROD-0012,sale,-1,ORD-001129,2025-01-25,87.8,Sale from order ORD-001129,2026-04-28T19:39:28.659628
INV-0000814,PROD-0009,sale,-5,ORD-000451,2024-08-28,109.4,Sale from order ORD-000451,2026-04-28T19:39:28.659634
INV-0000815,PROD-0005,sale,-4,ORD-001686,2025-10-15,110.81,Sale from order ORD-001686,2026-04-28T19:39:28.659640
INV-0000816,PROD-0018,sale,-2,ORD-001135,2024-12-04,7.1,Sale from order ORD-001135,2026-04-28T19:39:28.659645
INV-0000817,PROD-0015,sale,-2,ORD-000605,2025-03-26,94.37,Sale from order ORD-000605,2026-04-28T19:39:28.659652
INV-0000818,PROD-0011,sale,-4,ORD-001041,2024-05-14,138.98,Sale from order ORD-001041,2026-04-28T19:39:28.659657
INV-0000819,PROD-0025,sale,-2,ORD-001706,2024-12-01,17.74,Sale from order ORD-001706,2026-04-28T19:39:28.659663
INV-0000820,PROD-0020,sale,-2,ORD-001527,2026-02-12,48.52,Sale from order ORD-001527,2026-04-28T19:39:28.659671
INV-0000821,PROD-0002,sale,-1,ORD-000559,2024-09-16,60.12,Sale from order ORD-000559,2026-04-28T19:39:28.659677
INV-0000822,PROD-0019,sale,-2,ORD-001229,2025-03-20,108.79,Sale from order ORD-001229,2026-04-28T19:39:28.659683
INV-0000823,PROD-0022,sale,-2,ORD-001201,2024-09-04,132.92,Sale from order ORD-001201,2026-04-28T19:39:28.659689
INV-0000824,PROD-0009,sale,-1,ORD-001106,2024-06-10,109.4,Sale from order ORD-001106,2026-04-28T19:39:28.659695
INV-0000825,PROD-0003,sale,-4,ORD-001298,2025-01-30,29.32,Sale from order ORD-001298,2026-04-28T19:39:28.659700
INV-0000826,PROD-0016,sale,-1,ORD-000011,2025-10-16,138.18,Sale from order ORD-000011,2026-04-28T19:39:28.659706
INV-0000827,PROD-0012,sale,-3,ORD-000326,2025-01-25,87.8,Sale from order ORD-000326,2026-04-28T19:39:28.659711
INV-0000828,PROD-0023,sale,-2,ORD-001115,2024-06-24,108.17,Sale from order ORD-001115,2026-04-28T19:39:28.659717
INV-0000829,PROD-0014,sale,-4,ORD-001740,2024-12-28,75.23,Sale from order ORD-001740,2026-04-28T19:39:28.659761
INV-0000830,PROD-0008,sale,-1,ORD-000931,2024-08-21,92.47,Sale from order ORD-000931,2026-04-28T19:39:28.659768
INV-0000831,PROD-0023,sale,-4,ORD-001664,2024-11-01,108.17,Sale from order ORD-001664,2026-04-28T19:39:28.659774
INV-0000832,PROD-0010,sale,-2,ORD-000870,2024-08-22,146.54,Sale from order ORD-000870,2026-04-28T19:39:28.659780
INV-0000833,PROD-0003,sale,-1,ORD-000724,2025-11-07,29.32,Sale from order ORD-000724,2026-04-28T19:39:28.659788
INV-0000834,PROD-0011,sale,-2,ORD-001929,2025-05-28,138.98,Sale from order ORD-001929,2026-04-28T19:39:28.659796
INV-0000835,PROD-0004,sale,-5,ORD-001384,2025-10-12,34.71,Sale from order ORD-001384,2026-04-28T19:39:28.659802
INV-0000836,PROD-0021,sale,-2,ORD-001150,2025-11-25,144.26,Sale from order ORD-001150,2026-04-28T19:39:28.659808
